flight_id,departure_time,arrival_time,airline,origin_airport,destination_airport,weather_condition,airport_congestion,delay_time,temperature,wind_speed,hour,passengers
2085,2025-08-29 23:55:40,2025-08-30 03:55:40,Sunset Skies Air,AMS,CPT,Hot,Low,86,23,25,23,339
2086,2025-02-17 11:00:40,2025-02-17 13:00:40,Sunset Skies Air,CDG,SYD,Snowy,Low,12,12,36,11,330
2087,2025-06-27 14:52:40,2025-06-27 15:52:40,SkyHigh Airways,DXB,GRU,Cold,Medium,88,1,33,14,214
2088,2025-07-08 06:11:40,2025-07-08 08:11:40,SkyHigh Airways,DXB,AMS,Cloudy,Low,47,-6,36,6,346
2089,2025-06-08 17:39:40,2025-06-08 18:39:40,Sunset Skies Air,CDG,FRA,Sunny,High,27,40,27,17,213
2090,2025-07-04 12:07:40,2025-07-04 14:07:40,EagleFly Express,SCL,HKG,Hazy,Low,65,-9,45,12,277
2091,2024-10-10 21:48:40,2024-10-11 01:48:40,CloudNine Aviation,CDG,CDG,Stormy,Medium,14,24,30,21,327
2092,2025-04-01 21:22:40,2025-04-02 02:22:40,CloudNine Aviation,LHR,GRU,Windy,Medium,3,26,41,21,379
2093,2025-01-06 15:34:40,2025-01-06 20:34:40,BlueHorizon Airlines,ORD,DXB,Hot,Severe,115,11,28,15,332
2094,2025-04-07 13:03:40,2025-04-07 15:03:40,BlueHorizon Airlines,LHR,SYD,Snowy,High,11,33,32,13,225
2095,2025-05-04 23:53:40,2025-05-05 01:53:40,JetStream Airlines,SFO,CPT,Rainy,Medium,0,40,50,23,295
2096,2025-08-27 11:42:40,2025-08-27 13:42:40,Sunset Skies Air,GRU,HND,Windy,High,101,27,13,11,333
2097,2025-05-28 12:17:40,2025-05-28 17:17:40,BlueHorizon Airlines,NRT,SFO,Cold,High,61,22,38,12,204
2098,2025-05-25 16:33:40,2025-05-25 20:33:40,Sunset Skies Air,SYD,JFK,Hazy,Severe,50,32,14,16,257
2099,2025-01-10 08:37:40,2025-01-10 11:37:40,EagleFly Express,CDG,HND,Icy,Severe,115,-5,3,8,282
2100,2025-03-30 09:59:40,2025-03-30 12:59:40,EagleFly Express,SYD,CPT,Stormy,Severe,48,-10,15,9,388
2101,2025-03-07 12:43:40,2025-03-07 16:43:40,CloudNine Aviation,HND,HND,Cold,Medium,74,21,45,12,277
2102,2025-01-07 06:23:40,2025-01-07 10:23:40,EagleFly Express,DXB,HND,Hazy,High,69,18,39,6,387
2103,2024-10-17 11:24:40,2024-10-17 16:24:40,Sunset Skies Air,DXB,GRU,Hazy,High,49,24,33,11,337
2104,2025-01-07 20:40:40,2025-01-07 22:40:40,EagleFly Express,LAX,LAX,Rainy,Low,95,37,27,20,184
2105,2024-12-26 03:31:40,2024-12-26 04:31:40,EagleFly Express,HKG,SYD,Snowy,Low,114,-6,27,3,248
2106,2025-05-07 12:50:40,2025-05-07 13:50:40,EagleFly Express,DXB,JFK,Foggy,Medium,58,7,6,12,175
2107,2025-07-15 02:07:40,2025-07-15 04:07:40,CloudNine Aviation,FRA,DXB,Stormy,High,36,22,40,2,276
2108,2025-02-28 01:34:40,2025-02-28 05:34:40,Sunset Skies Air,ORD,ORD,Hazy,High,96,23,15,1,310
2109,2025-08-16 20:38:40,2025-08-16 23:38:40,Sunset Skies Air,GRU,JFK,Windy,Low,60,-2,39,20,300
2110,2025-07-27 08:39:40,2025-07-27 12:39:40,SkyHigh Airways,HKG,AMS,Foggy,Severe,52,-10,10,8,179
2111,2025-03-27 12:10:40,2025-03-27 13:10:40,SkyHigh Airways,LAX,GRU,Rainy,Medium,4,5,2,12,291
2112,2025-03-13 21:10:40,2025-03-14 01:10:40,EagleFly Express,HND,LAX,Sunny,Medium,55,-9,8,21,186
2113,2025-09-06 14:51:40,2025-09-06 15:51:40,BlueHorizon Airlines,JFK,DXB,Cold,Low,25,11,29,14,327
2114,2025-08-08 08:38:40,2025-08-08 13:38:40,SkyHigh Airways,SCL,CDG,Windy,Medium,119,25,29,8,271
2115,2024-11-26 10:35:40,2024-11-26 12:35:40,CloudNine Aviation,JFK,LHR,Hot,Medium,96,-5,21,10,202
2116,2024-11-30 09:22:40,2024-11-30 11:22:40,EagleFly Express,NRT,DXB,Cloudy,Medium,56,-8,21,9,180
2117,2025-09-11 23:49:40,2025-09-12 03:49:40,JetStream Airlines,SCL,DXB,Cold,Severe,17,4,37,23,321
2118,2025-06-09 15:17:40,2025-06-09 20:17:40,JetStream Airlines,NRT,SFO,Icy,Low,19,12,45,15,342
2119,2025-09-09 01:49:40,2025-09-09 04:49:40,SkyHigh Airways,LAX,FRA,Hot,Low,77,13,6,1,268
2120,2024-12-04 22:09:40,2024-12-05 03:09:40,EagleFly Express,AMS,SYD,Windy,Medium,38,9,20,22,300
2121,2025-07-23 14:27:40,2025-07-23 15:27:40,Sunset Skies Air,FRA,SCL,Hazy,High,71,40,17,14,345
2122,2025-08-20 09:15:40,2025-08-20 12:15:40,JetStream Airlines,LAX,AMS,Cold,Severe,12,1,40,9,369
2123,2025-05-30 23:36:40,2025-05-31 02:36:40,JetStream Airlines,DXB,SFO,Rainy,Low,68,6,49,23,241
2124,2025-03-09 05:25:40,2025-03-09 08:25:40,CloudNine Aviation,LHR,CPT,Snowy,Medium,88,13,38,5,286
2125,2025-04-24 21:48:40,2025-04-25 01:48:40,BlueHorizon Airlines,ORD,NRT,Foggy,Severe,114,2,3,21,263
2126,2025-08-23 08:17:40,2025-08-23 12:17:40,BlueHorizon Airlines,JFK,SYD,Cold,Severe,116,28,46,8,282
2127,2025-02-23 09:29:40,2025-02-23 12:29:40,BlueHorizon Airlines,JFK,JFK,Cold,Severe,95,-10,42,9,390
2128,2025-06-02 05:37:40,2025-06-02 08:37:40,BlueHorizon Airlines,HND,ORD,Windy,Severe,73,33,41,5,320
2129,2025-08-29 14:12:40,2025-08-29 17:12:40,JetStream Airlines,SCL,FRA,Hot,High,53,35,48,14,332
2130,2025-03-22 20:45:40,2025-03-23 01:45:40,BlueHorizon Airlines,GRU,SFO,Cold,High,8,8,28,20,179
2131,2025-08-11 13:23:40,2025-08-11 15:23:40,CloudNine Aviation,LAX,SYD,Cold,Medium,119,8,8,13,354
2132,2024-11-15 22:51:40,2024-11-16 03:51:40,CloudNine Aviation,HND,LHR,Snowy,Low,78,-6,32,22,237
2133,2024-11-02 17:32:40,2024-11-02 20:32:40,SkyHigh Airways,ORD,LHR,Icy,Medium,119,33,23,17,244
2134,2025-02-04 23:03:40,2025-02-05 01:03:40,CloudNine Aviation,DXB,JFK,Snowy,Low,71,7,17,23,308
2135,2024-12-05 07:09:40,2024-12-05 10:09:40,JetStream Airlines,ORD,AMS,Cold,High,65,36,31,7,214
2136,2024-11-08 17:04:40,2024-11-08 22:04:40,JetStream Airlines,FRA,NRT,Hazy,High,81,1,12,17,328
2137,2025-02-10 21:59:40,2025-02-11 02:59:40,EagleFly Express,CPT,LHR,Sunny,High,89,15,24,21,366
2138,2025-08-29 15:56:40,2025-08-29 19:56:40,CloudNine Aviation,SFO,LAX,Cloudy,High,72,30,4,15,231
2139,2025-07-22 00:15:40,2025-07-22 04:15:40,EagleFly Express,JFK,LHR,Snowy,Severe,114,34,18,0,320
2140,2025-05-02 10:46:40,2025-05-02 12:46:40,EagleFly Express,CDG,LHR,Cold,High,57,7,10,10,250
2141,2024-10-28 22:45:40,2024-10-29 01:45:40,SkyHigh Airways,GRU,LHR,Windy,Severe,82,10,19,22,262
2142,2025-09-05 02:16:40,2025-09-05 07:16:40,JetStream Airlines,HND,SFO,Foggy,Severe,107,14,29,2,185
2143,2025-07-30 01:48:40,2025-07-30 03:48:40,CloudNine Aviation,JFK,AMS,Cold,High,107,8,5,1,181
2144,2025-02-16 23:05:40,2025-02-17 01:05:40,CloudNine Aviation,SCL,DXB,Hot,Low,64,27,2,23,308
2145,2025-06-13 08:39:40,2025-06-13 10:39:40,EagleFly Express,CPT,NRT,Cloudy,Medium,38,21,32,8,286
2146,2025-02-25 03:26:40,2025-02-25 04:26:40,SkyHigh Airways,JFK,SYD,Cold,Low,6,27,29,3,207
2147,2024-12-19 22:29:40,2024-12-20 03:29:40,Sunset Skies Air,GRU,NRT,Hazy,High,49,14,41,22,198
2148,2025-08-10 07:08:40,2025-08-10 12:08:40,EagleFly Express,LHR,CDG,Icy,Low,46,33,10,7,222
2149,2025-04-05 04:03:40,2025-04-05 09:03:40,Sunset Skies Air,FRA,NRT,Cloudy,High,82,20,21,4,255
2150,2025-03-17 07:45:40,2025-03-17 09:45:40,Sunset Skies Air,JFK,LHR,Rainy,Low,29,40,16,7,223
2151,2025-05-01 15:39:40,2025-05-01 16:39:40,EagleFly Express,DXB,JFK,Hazy,High,44,33,4,15,309
2152,2024-12-23 01:04:40,2024-12-23 03:04:40,BlueHorizon Airlines,ORD,SCL,Icy,Low,86,31,30,1,297
2153,2025-02-02 09:59:40,2025-02-02 12:59:40,SkyHigh Airways,GRU,DXB,Rainy,High,37,-9,19,9,246
2154,2025-03-09 19:59:40,2025-03-10 00:59:40,SkyHigh Airways,HND,SCL,Windy,High,16,20,24,19,240
2155,2025-03-29 13:35:40,2025-03-29 14:35:40,JetStream Airlines,CPT,CDG,Windy,High,82,6,44,13,367
2156,2025-08-10 10:34:40,2025-08-10 13:34:40,CloudNine Aviation,CPT,DXB,Cold,Medium,4,32,47,10,272
2157,2025-01-26 00:09:40,2025-01-26 04:09:40,BlueHorizon Airlines,AMS,LHR,Rainy,High,21,-1,49,0,179
2158,2025-09-14 00:25:40,2025-09-14 01:25:40,JetStream Airlines,SYD,ORD,Hazy,Severe,19,-2,33,0,175
2159,2025-04-15 09:35:40,2025-04-15 10:35:40,Sunset Skies Air,DXB,SFO,Icy,High,82,19,6,9,181
2160,2025-09-16 21:42:40,2025-09-17 02:42:40,Sunset Skies Air,HND,AMS,Snowy,Severe,115,-6,33,21,253
2161,2025-06-09 08:34:40,2025-06-09 12:34:40,EagleFly Express,CPT,CPT,Stormy,Severe,4,33,3,8,370
2162,2025-07-14 13:59:40,2025-07-14 17:59:40,BlueHorizon Airlines,DXB,DXB,Windy,High,102,6,42,13,205
2163,2025-05-20 05:10:40,2025-05-20 06:10:40,Sunset Skies Air,HND,CDG,Sunny,Low,105,29,16,5,318
2164,2025-02-19 09:28:40,2025-02-19 12:28:40,CloudNine Aviation,NRT,NRT,Foggy,High,83,36,22,9,390
2165,2025-04-21 13:41:40,2025-04-21 14:41:40,BlueHorizon Airlines,HKG,GRU,Sunny,High,56,-2,45,13,380
2166,2025-03-18 05:19:40,2025-03-18 06:19:40,EagleFly Express,LHR,LAX,Cold,Severe,70,23,19,5,321
2167,2025-06-22 11:33:40,2025-06-22 12:33:40,Sunset Skies Air,SCL,CDG,Hazy,Severe,62,-3,41,11,317
2168,2024-12-30 10:59:40,2024-12-30 11:59:40,EagleFly Express,GRU,HND,Cloudy,Medium,30,6,18,10,267
2169,2024-09-24 17:29:40,2024-09-24 18:29:40,EagleFly Express,SCL,NRT,Stormy,High,114,-9,50,17,259
2170,2025-02-19 21:08:40,2025-02-20 02:08:40,Sunset Skies Air,SCL,GRU,Rainy,High,43,17,46,21,351
2171,2025-06-28 21:50:40,2025-06-28 23:50:40,CloudNine Aviation,JFK,LHR,Windy,Low,112,32,33,21,262
2172,2025-07-14 03:51:40,2025-07-14 06:51:40,BlueHorizon Airlines,SCL,SFO,Cold,Severe,69,-4,45,3,369
2173,2025-01-06 19:50:40,2025-01-06 20:50:40,JetStream Airlines,NRT,SFO,Snowy,High,22,3,4,19,352
2174,2025-08-04 08:28:40,2025-08-04 13:28:40,SkyHigh Airways,CPT,SFO,Foggy,High,14,35,50,8,219
2175,2025-09-06 14:13:40,2025-09-06 18:13:40,SkyHigh Airways,JFK,NRT,Rainy,High,46,24,39,14,321
2176,2025-01-13 18:47:40,2025-01-13 20:47:40,EagleFly Express,SFO,JFK,Windy,Low,60,35,1,18,363
2177,2025-03-20 00:47:40,2025-03-20 02:47:40,JetStream Airlines,LHR,HKG,Snowy,Severe,31,18,9,0,240
2178,2025-09-10 01:19:40,2025-09-10 03:19:40,Sunset Skies Air,LHR,GRU,Cloudy,High,41,12,18,1,346
2179,2025-06-05 03:55:40,2025-06-05 07:55:40,JetStream Airlines,SCL,SCL,Hazy,High,70,-2,35,3,379
2180,2024-10-08 04:07:40,2024-10-08 06:07:40,JetStream Airlines,CDG,DXB,Rainy,Low,101,13,16,4,281
2181,2024-10-09 22:43:40,2024-10-10 02:43:40,CloudNine Aviation,CPT,ORD,Sunny,High,67,32,14,22,316
2182,2025-04-03 14:47:40,2025-04-03 17:47:40,JetStream Airlines,GRU,HKG,Cold,Severe,106,-6,6,14,330
2183,2024-12-10 22:37:40,2024-12-11 01:37:40,Sunset Skies Air,HKG,JFK,Hazy,Severe,117,-4,17,22,322
2184,2024-09-26 14:30:40,2024-09-26 19:30:40,JetStream Airlines,LAX,SYD,Hazy,Severe,103,9,46,14,234
2185,2025-07-26 13:51:40,2025-07-26 16:51:40,CloudNine Aviation,AMS,LHR,Windy,Severe,15,22,45,13,329
2186,2025-03-16 06:59:40,2025-03-16 10:59:40,EagleFly Express,CDG,HND,Rainy,Low,119,-3,8,6,199
2187,2025-09-07 11:02:40,2025-09-07 14:02:40,EagleFly Express,LHR,LHR,Icy,High,96,-10,6,11,348
2188,2025-06-10 00:40:40,2025-06-10 04:40:40,Sunset Skies Air,LAX,LAX,Windy,Low,14,2,12,0,259
2189,2025-09-01 06:47:40,2025-09-01 07:47:40,BlueHorizon Airlines,GRU,DXB,Hot,Medium,98,24,49,6,349
2190,2025-09-18 04:38:40,2025-09-18 09:38:40,BlueHorizon Airlines,SFO,LHR,Hot,Medium,14,39,40,4,341
2191,2025-01-24 14:01:40,2025-01-24 16:01:40,EagleFly Express,ORD,FRA,Cold,Low,44,30,49,14,390
2192,2025-07-20 19:22:40,2025-07-21 00:22:40,SkyHigh Airways,LAX,SCL,Rainy,Low,30,29,48,19,313
2193,2024-12-20 20:34:40,2024-12-21 01:34:40,EagleFly Express,JFK,SFO,Hazy,Severe,70,31,7,20,332
2194,2025-01-19 01:58:40,2025-01-19 06:58:40,CloudNine Aviation,CPT,JFK,Snowy,Low,2,28,45,1,179
2195,2025-01-10 00:00:40,2025-01-10 04:00:40,CloudNine Aviation,LHR,JFK,Icy,Severe,83,1,21,0,250
2196,2025-06-19 19:20:40,2025-06-19 20:20:40,Sunset Skies Air,CPT,LAX,Hot,Low,70,2,40,19,271
2197,2024-11-03 16:56:40,2024-11-03 18:56:40,EagleFly Express,SFO,SCL,Icy,Severe,102,-6,15,16,330
2198,2024-11-16 04:25:40,2024-11-16 08:25:40,SkyHigh Airways,AMS,NRT,Foggy,High,88,3,26,4,349
2199,2025-05-03 19:16:40,2025-05-03 22:16:40,JetStream Airlines,JFK,SFO,Icy,Medium,29,40,36,19,180
2200,2025-05-30 06:45:40,2025-05-30 07:45:40,JetStream Airlines,NRT,SFO,Cold,Medium,106,6,47,6,302
2201,2025-05-14 06:31:40,2025-05-14 11:31:40,SkyHigh Airways,CDG,GRU,Foggy,Low,32,-4,10,6,308
2202,2025-02-23 16:24:40,2025-02-23 19:24:40,EagleFly Express,NRT,AMS,Icy,High,89,23,23,16,386
2203,2025-05-21 22:32:40,2025-05-22 01:32:40,BlueHorizon Airlines,GRU,GRU,Hazy,Low,39,37,18,22,301
2204,2024-12-31 00:40:40,2024-12-31 04:40:40,EagleFly Express,LHR,AMS,Foggy,Low,5,23,16,0,218
2205,2025-02-01 00:22:40,2025-02-01 01:22:40,EagleFly Express,LAX,SYD,Sunny,Low,29,1,24,0,271
2206,2024-09-30 18:51:40,2024-09-30 19:51:40,JetStream Airlines,DXB,HKG,Cold,Severe,52,5,23,18,287
2207,2025-07-14 04:38:40,2025-07-14 08:38:40,SkyHigh Airways,GRU,NRT,Snowy,High,19,-3,36,4,256
2208,2024-12-31 16:56:40,2024-12-31 18:56:40,Sunset Skies Air,LAX,GRU,Icy,Medium,69,-9,47,16,213
2209,2024-12-28 11:48:40,2024-12-28 14:48:40,BlueHorizon Airlines,JFK,HKG,Icy,High,15,27,14,11,280
2210,2024-12-16 03:01:40,2024-12-16 05:01:40,SkyHigh Airways,AMS,GRU,Stormy,Medium,69,40,4,3,247
2211,2025-03-25 04:34:40,2025-03-25 09:34:40,EagleFly Express,CDG,GRU,Sunny,Low,75,6,49,4,219
2212,2024-09-21 00:23:40,2024-09-21 05:23:40,CloudNine Aviation,JFK,JFK,Sunny,Medium,100,6,17,0,207
2213,2025-09-05 15:55:40,2025-09-05 17:55:40,JetStream Airlines,HND,LHR,Sunny,Medium,5,39,42,15,226
2214,2025-01-08 17:59:40,2025-01-08 19:59:40,CloudNine Aviation,AMS,GRU,Stormy,High,104,32,23,17,351
2215,2024-12-06 18:48:40,2024-12-06 21:48:40,BlueHorizon Airlines,HND,JFK,Cloudy,Severe,15,30,50,18,333
2216,2025-08-27 11:46:40,2025-08-27 15:46:40,JetStream Airlines,HND,LAX,Stormy,Medium,85,33,36,11,355
2217,2025-08-30 00:22:40,2025-08-30 05:22:40,JetStream Airlines,AMS,ORD,Sunny,Low,70,40,36,0,210
2218,2024-11-26 03:20:40,2024-11-26 05:20:40,Sunset Skies Air,SCL,JFK,Sunny,Low,27,30,13,3,313
2219,2025-02-01 10:54:40,2025-02-01 14:54:40,CloudNine Aviation,NRT,SFO,Sunny,Low,80,9,22,10,268
2220,2025-07-08 18:31:40,2025-07-08 22:31:40,CloudNine Aviation,SYD,GRU,Cloudy,Medium,15,33,28,18,286
2221,2025-09-02 18:41:40,2025-09-02 22:41:40,SkyHigh Airways,SFO,HND,Snowy,High,2,28,16,18,230
2222,2025-08-11 02:16:40,2025-08-11 06:16:40,CloudNine Aviation,HND,SFO,Cloudy,Severe,7,9,8,2,206
2223,2025-03-21 21:32:40,2025-03-21 22:32:40,BlueHorizon Airlines,SYD,HND,Rainy,High,85,33,4,21,382
2224,2024-11-15 05:36:40,2024-11-15 10:36:40,JetStream Airlines,DXB,AMS,Hot,Severe,50,-10,36,5,351
2225,2024-10-16 15:38:40,2024-10-16 17:38:40,JetStream Airlines,GRU,LHR,Snowy,Severe,61,24,38,15,361
2226,2025-01-15 11:04:40,2025-01-15 15:04:40,BlueHorizon Airlines,DXB,DXB,Windy,High,12,32,25,11,295
2227,2024-11-25 23:11:40,2024-11-26 03:11:40,SkyHigh Airways,HND,LAX,Rainy,Severe,73,11,21,23,263
2228,2025-04-20 02:01:40,2025-04-20 06:01:40,Sunset Skies Air,SCL,CDG,Stormy,Severe,68,28,37,2,298
2229,2025-03-26 15:02:40,2025-03-26 20:02:40,Sunset Skies Air,GRU,JFK,Sunny,High,93,20,40,15,379
2230,2024-12-21 12:51:40,2024-12-21 15:51:40,SkyHigh Airways,LHR,SCL,Cold,High,54,-7,25,12,358
2231,2025-08-15 21:00:40,2025-08-16 01:00:40,JetStream Airlines,NRT,ORD,Hot,Medium,18,-3,47,21,362
2232,2025-04-26 05:51:40,2025-04-26 08:51:40,JetStream Airlines,SCL,SCL,Sunny,Low,79,38,11,5,301
2233,2025-03-09 04:02:40,2025-03-09 07:02:40,JetStream Airlines,SCL,SFO,Cloudy,Low,110,24,49,4,193
2234,2024-10-28 13:06:40,2024-10-28 16:06:40,Sunset Skies Air,FRA,LHR,Windy,Severe,42,20,12,13,276
2235,2025-07-26 03:59:40,2025-07-26 04:59:40,SkyHigh Airways,HKG,SFO,Snowy,Medium,32,25,14,3,193
2236,2025-05-10 09:07:40,2025-05-10 10:07:40,EagleFly Express,LAX,FRA,Cloudy,High,100,24,10,9,258
2237,2025-07-01 05:27:40,2025-07-01 06:27:40,SkyHigh Airways,JFK,GRU,Windy,Severe,75,28,45,5,315
2238,2025-03-26 21:54:40,2025-03-27 02:54:40,EagleFly Express,CPT,HND,Foggy,Low,86,6,40,21,228
2239,2025-04-02 07:44:40,2025-04-02 08:44:40,SkyHigh Airways,ORD,ORD,Cold,Severe,78,26,34,7,335
2240,2025-02-23 12:12:40,2025-02-23 16:12:40,Sunset Skies Air,CDG,CDG,Hazy,Medium,63,40,46,12,253
2241,2025-04-08 00:52:40,2025-04-08 04:52:40,EagleFly Express,LAX,HND,Hot,Low,106,17,30,0,349
2242,2024-11-04 11:44:40,2024-11-04 16:44:40,EagleFly Express,HND,AMS,Icy,High,71,39,6,11,270
2243,2025-01-01 18:20:40,2025-01-01 20:20:40,BlueHorizon Airlines,FRA,GRU,Snowy,High,93,15,12,18,343
2244,2025-07-03 07:37:40,2025-07-03 12:37:40,JetStream Airlines,GRU,DXB,Hot,Low,9,11,18,7,390
2245,2025-09-15 18:40:40,2025-09-15 23:40:40,CloudNine Aviation,JFK,AMS,Hot,Low,110,19,40,18,297
2246,2025-07-09 22:50:40,2025-07-10 03:50:40,SkyHigh Airways,SCL,HND,Stormy,Medium,82,-1,47,22,382
2247,2025-05-17 04:51:40,2025-05-17 08:51:40,JetStream Airlines,CDG,CPT,Foggy,Medium,9,-7,19,4,274
2248,2024-12-15 10:52:40,2024-12-15 12:52:40,CloudNine Aviation,GRU,FRA,Foggy,High,103,30,15,10,371
2249,2025-02-25 18:42:40,2025-02-25 21:42:40,BlueHorizon Airlines,HKG,HKG,Cold,Low,78,26,12,18,249
2250,2025-04-03 21:25:40,2025-04-04 00:25:40,SkyHigh Airways,NRT,GRU,Snowy,Low,118,4,8,21,217
2251,2025-07-08 12:50:40,2025-07-08 15:50:40,EagleFly Express,SFO,HKG,Cold,Severe,43,-7,25,12,242
2252,2025-07-18 10:52:40,2025-07-18 15:52:40,BlueHorizon Airlines,CDG,NRT,Cold,Low,67,17,31,10,237
2253,2025-03-08 07:55:40,2025-03-08 10:55:40,EagleFly Express,FRA,HKG,Stormy,Medium,68,2,36,7,282
2254,2024-12-13 04:04:40,2024-12-13 09:04:40,EagleFly Express,DXB,CPT,Stormy,Low,49,25,29,4,298
2255,2025-03-19 09:27:40,2025-03-19 10:27:40,Sunset Skies Air,HND,GRU,Icy,Severe,53,11,26,9,189
2256,2025-01-07 12:11:40,2025-01-07 13:11:40,Sunset Skies Air,LAX,HKG,Cold,High,33,25,1,12,362
2257,2025-06-30 16:28:40,2025-06-30 21:28:40,CloudNine Aviation,JFK,ORD,Foggy,Severe,71,34,7,16,225
2258,2024-10-05 18:11:40,2024-10-05 20:11:40,JetStream Airlines,SCL,FRA,Cloudy,Low,88,-4,9,18,347
2259,2024-12-24 11:24:40,2024-12-24 13:24:40,BlueHorizon Airlines,NRT,CDG,Sunny,Low,9,30,46,11,192
2260,2025-01-27 21:32:40,2025-01-28 01:32:40,Sunset Skies Air,SCL,SCL,Sunny,Medium,96,12,40,21,347
2261,2025-02-04 16:42:40,2025-02-04 19:42:40,EagleFly Express,SYD,ORD,Stormy,Medium,74,16,0,16,283
2262,2025-08-09 14:18:40,2025-08-09 15:18:40,BlueHorizon Airlines,FRA,NRT,Stormy,Low,98,1,49,14,341
2263,2025-07-11 10:30:40,2025-07-11 11:30:40,SkyHigh Airways,GRU,LHR,Snowy,Low,6,8,37,10,266
2264,2024-12-20 11:29:40,2024-12-20 12:29:40,JetStream Airlines,HKG,ORD,Icy,Low,70,19,44,11,262
2265,2025-04-12 17:36:40,2025-04-12 19:36:40,JetStream Airlines,DXB,NRT,Foggy,Low,45,20,36,17,258
2266,2025-03-01 23:24:40,2025-03-02 01:24:40,CloudNine Aviation,SFO,GRU,Hot,Low,72,-7,22,23,193
2267,2024-10-19 10:24:40,2024-10-19 11:24:40,BlueHorizon Airlines,JFK,AMS,Snowy,Medium,9,16,0,10,335
2268,2025-02-17 19:00:40,2025-02-17 22:00:40,Sunset Skies Air,JFK,GRU,Icy,Low,33,6,30,19,254
2269,2025-02-18 23:46:40,2025-02-19 00:46:40,SkyHigh Airways,GRU,AMS,Stormy,Severe,89,27,50,23,173
2270,2024-10-25 09:24:40,2024-10-25 13:24:40,JetStream Airlines,CPT,DXB,Icy,High,47,10,28,9,351
2271,2025-02-01 02:25:40,2025-02-01 07:25:40,BlueHorizon Airlines,LAX,HND,Icy,Severe,15,8,22,2,218
2272,2024-12-02 16:57:40,2024-12-02 21:57:40,SkyHigh Airways,SFO,SCL,Cloudy,Medium,92,19,9,16,384
2273,2025-01-21 05:35:40,2025-01-21 10:35:40,JetStream Airlines,AMS,LAX,Icy,High,43,23,32,5,196
2274,2025-05-29 18:30:40,2025-05-29 22:30:40,JetStream Airlines,FRA,DXB,Rainy,Severe,19,20,19,18,321
2275,2025-07-03 00:46:40,2025-07-03 02:46:40,CloudNine Aviation,HND,FRA,Hazy,Medium,40,-6,25,0,284
2276,2024-10-19 10:47:40,2024-10-19 11:47:40,CloudNine Aviation,LHR,DXB,Stormy,Low,1,39,37,10,315
2277,2025-08-11 08:44:40,2025-08-11 09:44:40,EagleFly Express,FRA,AMS,Rainy,Low,43,-6,17,8,364
2278,2025-04-27 21:59:40,2025-04-27 23:59:40,JetStream Airlines,CPT,FRA,Sunny,Severe,63,16,20,21,227
2279,2024-11-19 19:16:40,2024-11-20 00:16:40,Sunset Skies Air,AMS,CPT,Sunny,Low,0,23,25,19,171
2280,2025-03-21 07:47:40,2025-03-21 12:47:40,EagleFly Express,LHR,GRU,Hazy,High,96,32,13,7,200
2281,2024-11-16 16:56:40,2024-11-16 17:56:40,BlueHorizon Airlines,LHR,SFO,Hot,High,22,28,36,16,352
2282,2025-01-28 06:43:40,2025-01-28 09:43:40,CloudNine Aviation,HND,CPT,Stormy,High,93,10,20,6,383
2283,2025-09-02 09:33:40,2025-09-02 12:33:40,CloudNine Aviation,DXB,SCL,Snowy,Medium,48,39,49,9,265
2284,2024-12-30 00:03:40,2024-12-30 03:03:40,Sunset Skies Air,SCL,SCL,Cold,Medium,82,26,47,0,211
2285,2025-01-12 19:35:40,2025-01-12 23:35:40,BlueHorizon Airlines,SFO,SCL,Cold,Severe,28,30,2,19,257
2286,2025-06-15 05:12:40,2025-06-15 06:12:40,BlueHorizon Airlines,LAX,HND,Snowy,High,31,40,11,5,343
2287,2025-08-16 08:42:40,2025-08-16 10:42:40,BlueHorizon Airlines,SYD,FRA,Snowy,Severe,102,16,29,8,201
2288,2024-10-16 04:22:40,2024-10-16 05:22:40,CloudNine Aviation,AMS,SCL,Icy,Low,115,12,10,4,226
2289,2025-08-15 07:51:40,2025-08-15 11:51:40,JetStream Airlines,LAX,SFO,Cloudy,Medium,12,1,40,7,242
2290,2025-06-06 07:23:40,2025-06-06 12:23:40,Sunset Skies Air,ORD,CDG,Snowy,Severe,9,12,33,7,357
2291,2025-01-22 09:09:40,2025-01-22 14:09:40,EagleFly Express,FRA,NRT,Hot,Medium,57,-7,3,9,369
2292,2025-08-31 01:48:40,2025-08-31 02:48:40,EagleFly Express,LAX,SYD,Cold,Severe,119,13,13,1,224
2293,2025-01-22 07:35:40,2025-01-22 08:35:40,JetStream Airlines,LAX,LAX,Foggy,High,105,9,27,7,299
2294,2024-12-28 05:46:40,2024-12-28 06:46:40,SkyHigh Airways,FRA,LHR,Rainy,Low,74,7,13,5,320
2295,2025-04-19 10:04:40,2025-04-19 15:04:40,Sunset Skies Air,FRA,AMS,Stormy,High,21,34,19,10,344
2296,2025-03-30 20:02:40,2025-03-30 23:02:40,Sunset Skies Air,GRU,FRA,Icy,Low,82,4,42,20,201
2297,2024-12-31 07:22:40,2024-12-31 08:22:40,EagleFly Express,CDG,HKG,Rainy,Severe,117,35,11,7,243
2298,2025-06-05 09:32:40,2025-06-05 13:32:40,BlueHorizon Airlines,GRU,SYD,Windy,Severe,5,-4,3,9,197
2299,2025-02-26 15:18:40,2025-02-26 19:18:40,EagleFly Express,CDG,LHR,Windy,Low,14,-1,15,15,331
